response_id	outcome	outcome_no	outcome_sep	maximum_response_one_outcome	type	group_outcome	code_outcome
R_2dlHcPXBYfhftFW	frustration	1	frustration	yes	recurring	frustration	frustration
R_2dlHcPXBYfhftFW	frustration	1	frustration	yes	serious	frustration	frustration
R_2dLSHG3yGKzKecQ	frustration	1	frustration	yes	recurring	frustration	frustration
R_2doLrFMsPU9gioB	time loss	1	time loss	yes	recurring	time loss	time loss
R_2doLrFMsPU9gioB	time loss	1	time loss	yes	serious	time loss	time loss
R_2dSg2D5VTNB7RVY	time loss	1	time loss	yes	recurring	time loss	time loss
R_2dSg2D5VTNB7RVY	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_2dT8e8Ru3SR801H	time loss	1	time loss	yes	recurring	time loss	time loss
R_2duJO8zk4AgeXgg	both time loss and frustration, but the positive outcome is learning from these mistakes	1	both time loss	no	recurring	time loss	time loss
R_2duJO8zk4AgeXgg	frustration, but we learnt from it and I think that making mistakes can be the source of learning in science and everywhere	1	frustration, but we learnt from it and I think that making mistakes can be the source of learning in science and everywhere	yes	serious	frustration	frustration
R_2duJO8zk4AgeXgg	both time loss and frustration, but the positive outcome is learning from these mistakes	2	frustration	no	recurring	frustration	frustration
R_2dvcIJA7IFmsu14	frustration	1	frustration	yes	recurring	frustration	frustration
R_2dvcIJA7IFmsu14	time loss	1	time loss	yes	serious	time loss	time loss
R_2e295rrs3RwuezQ	frustration	1	frustration	yes	recurring	frustration	frustration
R_2e295rrs3RwuezQ	frustration	1	frustration	yes	serious	frustration	frustration
R_2E3SqExkJaw5KMM	time loss	1	time loss	yes	recurring	time loss	time loss
R_2E6UbxqHIZGHdcc	time loss	1	time loss	yes	recurring	time loss	time loss
R_2E6UbxqHIZGHdcc	time loss	1	time loss	yes	serious	time loss	time loss
R_2EBoQ5pteGRidTo	time loss	1	time loss	yes	recurring	time loss	time loss
R_2EEnIEQa9QlsXtt	frustration	1	frustration	yes	recurring	frustration	frustration
R_2EggCQnejEtHW3a	time loss	1	time loss	yes	recurring	time loss	time loss
R_2EggCQnejEtHW3a	time loss	1	time loss	yes	serious	time loss	time loss
R_2EGYmDTj3LV7rUU	time loss	1	time loss	yes	recurring	time loss	time loss
R_2EGYmDTj3LV7rUU	time loss	1	time loss	yes	serious	time loss	time loss
R_2Ejl6F6HzHMaous	frustration	1	frustration	yes	recurring	frustration	frustration
R_2eOxrEvCxEutKdg	time loss	1	time loss	yes	recurring	time loss	time loss
R_2eOxrEvCxEutKdg	frustration	1	frustration	yes	serious	frustration	frustration
R_2eQCIvKgmCxnQis	time loss	1	time loss	yes	recurring	time loss	time loss
R_2eQCIvKgmCxnQis	frustration	1	frustration	yes	serious	frustration	frustration
R_2EzS06GIwQj0lQn	time loss	1	time loss	yes	recurring	time loss	time loss
R_2EzS06GIwQj0lQn	time loss	1	time loss	yes	serious	time loss	time loss
R_2f9fC66h2IIZs1w	all of the above (apart from erroneous conclusion, because it was always detected in time)	1	financial loss	no	recurring	financial lost	financial loss
R_2f9fC66h2IIZs1w	all of the above (apart from erroneous conclusion, because it was always detected in time)	2	time loss	no	recurring	time loss	time loss
R_2f9fC66h2IIZs1w	all of the above (apart from erroneous conclusion, because it was always detected in time)	3	frustration	no	recurring	frustration	frustration
R_2fg0p9dQFeyFqr6	time loss	1	time loss	yes	recurring	time loss	time loss
R_2fg0p9dQFeyFqr6	Significant legal consequences - just avoided	1	Significant legal consequences - just avoided	yes	serious	potential legal charges	just avoided legal consequences
R_2fiypF20DbX0IU0	"both time loss and frustration (this should be ""all that apply"" btw"	1	"both time loss this should be ""all that apply"" btw"	no	recurring	time loss	time loss
R_2fiypF20DbX0IU0	frustration	1	frustration	yes	serious	frustration	frustration
R_2fiypF20DbX0IU0	"both time loss and frustration (this should be ""all that apply"" btw"	2	frustration	no	recurring	frustration	frustration
R_2OGsptCGC66lVpU	frustration	1	frustration	yes	recurring	frustration	frustration
R_2OGsptCGC66lVpU	time loss	1	time loss	yes	serious	time loss	time loss
R_2ONZImZtC8mhCrA	time loss	1	time loss	yes	recurring	time loss	time loss
R_2OTKjDgl6AvVwvh	time loss	1	time loss	yes	recurring	time loss	time loss
R_2OTKjDgl6AvVwvh	time loss	1	time loss	yes	serious	time loss	time loss
R_2PchCq8UnKbYzmr	time loss	1	time loss	yes	recurring	time loss	time loss
R_2pLz7xMojRnoxaR	time loss	1	time loss	yes	recurring	time loss	time loss
R_2pLz7xMojRnoxaR	data loss	1	data loss	yes	serious	potential or real project failure or setback	data loss
R_2PnFe0m2znDlqh0	time loss	1	time loss	yes	recurring	time loss	time loss
R_2PnFe0m2znDlqh0	Time loss and frustration and financial loss (why do I have to pick only one?)	1	Time loss	no	serious	time loss	time loss
R_2PnFe0m2znDlqh0	Time loss and frustration and financial loss (why do I have to pick only one?)	2	frustration	no	serious	frustration	frustration
R_2PnFe0m2znDlqh0	Time loss and frustration and financial loss (why do I have to pick only one?)	3	financial loss (why do I have to pick only one?)	no	serious	financial lost	financial loss
R_2pXHxkLf2ltxzDW	time loss	1	time loss	yes	recurring	time loss	time loss
R_2pXHxkLf2ltxzDW	time loss	1	time loss	yes	serious	time loss	time loss
R_2q9Ql7h5CKuPKN0	frustration	1	frustration	yes	recurring	frustration	frustration
R_2QJpoM0DXM2EnBw	time loss	1	time loss	yes	recurring	time loss	time loss
R_2QJpoM0DXM2EnBw	time loss	1	time loss	yes	serious	time loss	time loss
R_2QopNHjyyr0Mqmt	frustration	1	frustration	yes	recurring	frustration	frustration
R_2QopNHjyyr0Mqmt	limited conclusions that could be reached.	1	limited conclusions that could be reached.	yes	serious	loss of scientific value	limited conclusions
R_2QVQCBFhAeeJNZP	frustration	1	frustration	yes	recurring	frustration	frustration
R_2QVQCBFhAeeJNZP	time loss	1	time loss	yes	serious	time loss	time loss
R_2QXVuTKkK53THL2	time loss	1	time loss	yes	recurring	time loss	time loss
R_2Qy5UUJfVHXoWZV	time loss	1	time loss	yes	recurring	time loss	time loss
R_2Qy5UUJfVHXoWZV	time loss	1	time loss	yes	serious	time loss	time loss
R_2rBzqM7U57tGlVk	hard to replicate findings by othe researchers	1	hard to replicate findings by othe researchers	yes	recurring	loss of scientific value	hard to replicate
R_2rBzqM7U57tGlVk	financial loss	1	financial loss	yes	serious	financial lost	financial loss
R_2RQVxhHSV8Q7y24	time loss	1	time loss	yes	recurring	time loss	time loss
R_2RQVxhHSV8Q7y24	time loss	1	time loss	yes	serious	time loss	time loss
R_2RVBEeR4DZhBco5	frustration	1	frustration	yes	recurring	frustration	frustration
R_2RVBEeR4DZhBco5	frustration	1	frustration	yes	serious	frustration	frustration
R_2rwGx3tHGSfKZmT	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_2rwGx3tHGSfKZmT	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_2rZ2DTpbcWFIEhG	time loss	1	time loss	yes	recurring	time loss	time loss
R_2rZ2DTpbcWFIEhG	time loss	1	time loss	yes	serious	time loss	time loss
R_2s1ktoIv8TbR7va	time loss	1	time loss	yes	recurring	time loss	time loss
R_2s1ktoIv8TbR7va	time loss	1	time loss	yes	serious	time loss	time loss
R_2S2MjnRg4NsWUiX	frustration	1	frustration	yes	recurring	frustration	frustration
R_2S2MjnRg4NsWUiX	frustration	1	frustration	yes	serious	frustration	frustration
R_2SBjtXj9EjzI7Sn	frustration	1	frustration	yes	recurring	frustration	frustration
R_2SBjtXj9EjzI7Sn	frustration	1	frustration	yes	serious	frustration	frustration
R_2SeF9B5dnR5QZ1N	time loss	1	time loss	yes	recurring	time loss	time loss
R_2SeF9B5dnR5QZ1N	time loss	1	time loss	yes	serious	time loss	time loss
R_2thgLa4jntEMBiq	time loss and frustration, some financial loss	1	time loss	no	recurring	time loss	time loss
R_2thgLa4jntEMBiq	frustration and time loss	1	frustration	no	serious	frustration	frustration
R_2thgLa4jntEMBiq	time loss and frustration, some financial loss	2	frustration	no	recurring	frustration	frustration
R_2thgLa4jntEMBiq	frustration and time loss	2	time loss	no	serious	time loss	time loss
R_2thgLa4jntEMBiq	time loss and frustration, some financial loss	3	some financial loss	no	recurring	financial lost	financial loss
R_2tiiMYZYEfHjyYN	Data loss (i.e., we lost some participants)	1	Data loss (i.e., we lost some participants)	yes	recurring	potential or real project failure or setback	data loss
R_2tiiMYZYEfHjyYN	Data loss (i.e., I essentially deleted a raw data file by overwriting it)	1	Data loss (i.e., I essentially deleted a raw data file by overwriting it)	yes	serious	potential or real project failure or setback	data loss
R_2tLFnGE5wJ0UxSs	time loss	1	time loss	yes	recurring	time loss	time loss
R_2tLFnGE5wJ0UxSs	time loss	1	time loss	yes	serious	time loss	time loss
R_2TRUjQ7kYqmtIno	time loss	1	time loss	yes	recurring	time loss	time loss
R_2TRUjQ7kYqmtIno	time loss	1	time loss	yes	serious	time loss	time loss
R_2TzanZPigM2xVuV	time loss	1	time loss	yes	recurring	time loss	time loss
R_2U0jyqZlTh8B9Kk	time loss	1	time loss	yes	recurring	time loss	time loss
R_2U4pgn1GCmJuGaU	time loss	1	time loss	yes	recurring	time loss	time loss
R_2U4pgn1GCmJuGaU	time loss	1	time loss	yes	serious	time loss	time loss
R_2U5GjHtbKZYkmMX	temporary publication of online data with identifiers	1	temporary publication of online data with identifiers	yes	recurring	potential legal charges	sharing participants personal information
R_2U5GjHtbKZYkmMX	time loss	1	time loss	yes	serious	time loss	time loss
R_2U9jvXCLvYdgF4v	time loss	1	time loss	yes	recurring	time loss	time loss
R_2U9jvXCLvYdgF4v	time loss	1	time loss	yes	serious	time loss	time loss
R_2uCVsIhbczMricX	financial loss	1	financial loss	yes	recurring	financial lost	financial loss
R_2uHSLuGwWn8PInP	time loss	1	time loss	yes	recurring	time loss	time loss
R_2uQIn0onTQYseK1	time loss	1	time loss	yes	recurring	time loss	time loss
R_2uQIn0onTQYseK1	time loss	1	time loss	yes	serious	time loss	time loss
R_2us0vBwhzkTkLir	time loss	1	time loss	yes	recurring	time loss	time loss
R_2us0vBwhzkTkLir	time loss	1	time loss	yes	serious	time loss	time loss
R_2V85hhvhCukcKS9	time loss	1	time loss	yes	recurring	time loss	time loss
R_2v92FujMnTNUKtU	time loss	1	time loss	yes	recurring	time loss	time loss
R_2v92FujMnTNUKtU	time loss	1	time loss	yes	serious	time loss	time loss
R_2Ve7LLcoPdCtYvA	time loss	1	time loss	yes	recurring	time loss	time loss
R_2Ve7LLcoPdCtYvA	time loss	1	time loss	yes	serious	time loss	time loss
R_2VEKMPKkOYROq4e	time loss	1	time loss	yes	recurring	time loss	time loss
R_2VEKMPKkOYROq4e	time loss	1	time loss	yes	serious	time loss	time loss
R_2VmBlknbIlY3gij	time loss	1	time loss	yes	recurring	time loss	time loss
R_2VmBlknbIlY3gij	frustration	1	frustration	yes	serious	frustration	frustration
R_2VmXtXlfGpTVyxw	time loss	1	time loss	yes	recurring	time loss	time loss
R_2VmXtXlfGpTVyxw	time loss	1	time loss	yes	serious	time loss	time loss
R_2VpQNBQ0y3Xk4v1	time loss	1	time loss	yes	recurring	time loss	time loss
R_2VpQNBQ0y3Xk4v1	Data loss	1	Data loss	yes	serious	potential or real project failure or setback	data loss
R_2VQJaAMQ7x7b0Vc	time loss	1	time loss	yes	recurring	time loss	time loss
R_2VQJaAMQ7x7b0Vc	time loss	1	time loss	yes	serious	time loss	time loss
R_2VqpVBYSI1pLkvH	time loss	1	time loss	yes	recurring	time loss	time loss
R_2vZVaf4kmem95MD	Missing data	1	Missing data	yes	recurring	potential or real project failure or setback	data loss
R_2wBKpgElsyjBV0b	frustration	1	frustration	yes	recurring	frustration	frustration
R_2wBKpgElsyjBV0b	time loss	1	time loss	yes	serious	time loss	time loss
R_2WCr8uf7CKPkEXG	? I need to choose 2 options: Time loss and frustration	1	Time loss	no	recurring	time loss	time loss
R_2WCr8uf7CKPkEXG	? I need to choose 2 options: Time loss and frustration	1	? I need to choose 2 options: Time loss	no	serious	time loss	time loss
R_2WCr8uf7CKPkEXG	? I need to choose 2 options: Time loss and frustration	2	frustration	no	recurring	frustration	frustration
R_2WCr8uf7CKPkEXG	? I need to choose 2 options: Time loss and frustration	2	frustration	no	serious	frustration	frustration
R_2WGQonc2eGviLKq	time loss	1	time loss	yes	recurring	time loss	time loss
R_2WGQonc2eGviLKq	time loss	1	time loss	yes	serious	time loss	time loss
R_2wMmMiikRn9F6qX	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_2wMmMiikRn9F6qX	not able to run certain analyses	1	not able to run certain analyses	yes	serious	potential or real project failure or setback	inability to complete the analysis
R_2wu8pRf0QuCSjtC	mild embarrassment	1	mild embarrassment	yes	serious	frustration	embarrassment
R_2WVyCoeuAAHCNin	frustration	1	frustration	yes	recurring	frustration	frustration
R_2WVyCoeuAAHCNin	frustration	1	frustration	yes	serious	frustration	frustration
R_2Wxs9NL5pTh2Ko0	frustration	1	frustration	yes	recurring	frustration	frustration
R_2Wxs9NL5pTh2Ko0	time loss	1	time loss	yes	serious	time loss	time loss
R_2XbwfGL9OmGNpNx	time loss	1	time loss	yes	recurring	time loss	time loss
R_2xEjkBHMLVAdlpz	time loss	1	time loss	yes	recurring	time loss	time loss
R_2xEjkBHMLVAdlpz	time loss	1	time loss	yes	serious	time loss	time loss
R_2XhPhn1YeASQHAr	time loss	1	time loss	yes	recurring	time loss	time loss
R_2XhZupfT3JtBBeo	time loss	1	time loss	yes	recurring	time loss	time loss
R_2XhZupfT3JtBBeo	time loss	1	time loss	yes	serious	time loss	time loss
R_2xKa98jPFbLuzjs	frustration	1	frustration	yes	recurring	frustration	frustration
R_2xWedLepVORUb2s	time loss and frustration	1	time loss	no	recurring	time loss	time loss
R_2xWedLepVORUb2s	Time loss and frustration	1	Time loss	no	serious	time loss	time loss
R_2xWedLepVORUb2s	time loss and frustration	2	frustration	no	recurring	frustration	frustration
R_2xWedLepVORUb2s	Time loss and frustration	2	frustration	no	serious	frustration	frustration
R_2xYjxG2sdLotM8Q	time loss	1	time loss	yes	recurring	time loss	time loss
R_2xYjxG2sdLotM8Q	time loss	1	time loss	yes	serious	time loss	time loss
R_2Y4AUWvkpjNoWMj	time loss	1	time loss	yes	recurring	time loss	time loss
R_2Y4AUWvkpjNoWMj	time loss	1	time loss	yes	serious	time loss	time loss
R_2YeLYCNeAEarPbX	all of them	1	financial loss	no	recurring	financial lost	financial loss
R_2YeLYCNeAEarPbX	all of them	2	erroneous conclusion	no	recurring	erroneous conclusion	erroneous conclusion
R_2YeLYCNeAEarPbX	all of them	3	time loss	no	recurring	time loss	time loss
R_2YeLYCNeAEarPbX	all of them	4	frustration	no	recurring	frustration	frustration
R_2YeLYCNeAEarPbX	all!	1	financial loss	no	serious	financial lost	financial loss
R_2YeLYCNeAEarPbX	all!	2	erroneous conclusion	no	serious	erroneous conclusion	erroneous conclusion
R_2YeLYCNeAEarPbX	all!	3	time loss	no	serious	time loss	time loss
R_2YeLYCNeAEarPbX	all!	4	frustration	no	serious	frustration	frustration
R_2yfG7EjmzWsyWxx	time loss	1	time loss	yes	recurring	time loss	time loss
R_2yfG7EjmzWsyWxx	time loss	1	time loss	yes	serious	time loss	time loss
R_2yfNEamm9FvTD4O	time loss	1	time loss	yes	recurring	time loss	time loss
R_2yfNEamm9FvTD4O	time loss	1	time loss	yes	serious	time loss	time loss
R_2yg8jYMAU5WqMfg	time loss	1	time loss	yes	recurring	time loss	time loss
R_2yg8jYMAU5WqMfg	time loss	1	time loss	yes	serious	time loss	time loss
R_2YKRrPH6SwOg1i9	time loss	1	time loss	yes	recurring	time loss	time loss
R_2YKRrPH6SwOg1i9	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_2YQViBTzxB4Z58d	time loss	1	time loss	yes	recurring	time loss	time loss
R_2YQViBTzxB4Z58d	time loss	1	time loss	yes	serious	time loss	time loss
R_2Yrmw7uMu8U6eEA	time loss	1	time loss	yes	recurring	time loss	time loss
R_2Yrmw7uMu8U6eEA	time loss	1	time loss	yes	serious	time loss	time loss
R_2YrWWMvbQaoXT8U	time loss	1	time loss	yes	recurring	time loss	time loss
R_2YSaYiPeTrGttp8	time loss	1	time loss	yes	recurring	time loss	time loss
R_2YSaYiPeTrGttp8	time loss	1	time loss	yes	serious	time loss	time loss
R_2zHk3lrt2viQjzY	time loss	1	time loss	yes	recurring	time loss	time loss
R_2zHk3lrt2viQjzY	time loss	1	time loss	yes	serious	time loss	time loss
R_2zjVTdbw0kClOqk	time loss	1	time loss	yes	recurring	time loss	time loss
R_2ZKX9MFhEoJ5EsP	time loss	1	time loss	yes	recurring	time loss	time loss
R_302hgWPu7XX10Ur	time loss	1	time loss	yes	recurring	time loss	time loss
R_302hgWPu7XX10Ur	time loss	1	time loss	yes	serious	time loss	time loss
R_30iBM9IxcA9r8sY	time loss	1	time loss	yes	recurring	time loss	time loss
R_30oeLXyDGAJEwhS	time loss	1	time loss	yes	recurring	time loss	time loss
R_30oeLXyDGAJEwhS	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_30qQDg8DretpwYi	time loss	1	time loss	yes	recurring	time loss	time loss
R_30qQDg8DretpwYi	time loss	1	time loss	yes	serious	time loss	time loss
R_31cTpd46NEwANvI	time loss	1	time loss	yes	recurring	time loss	time loss
R_31cTpd46NEwANvI	time loss	1	time loss	yes	serious	time loss	time loss
R_31N0JcnckZmHXuH	time loss	1	time loss	yes	recurring	time loss	time loss
R_31N0JcnckZmHXuH	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_31oXJfKSNMz4pNg	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_31oXJfKSNMz4pNg	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_339EykMm32hLYqR	time loss and frustration	1	time loss	no	recurring	time loss	time loss
R_339EykMm32hLYqR	time loss, frustration, setbacks	1	time loss	no	serious	time loss	time loss
R_339EykMm32hLYqR	time loss and frustration	2	frustration	no	recurring	frustration	frustration
R_339EykMm32hLYqR	time loss, frustration, setbacks	2	frustration	no	serious	frustration	frustration
R_339EykMm32hLYqR	time loss, frustration, setbacks	3	setbacks	no	serious	potential or real project failure or setback	setbacks
R_339JiVn0BrXV8jw	time loss	1	time loss	yes	recurring	time loss	time loss
R_339JiVn0BrXV8jw	time loss	1	time loss	yes	serious	time loss	time loss
R_33lN4aBOD0tfqwg	time loss	1	time loss	yes	recurring	time loss	time loss
R_33lN4aBOD0tfqwg	time loss	1	time loss	yes	serious	time loss	time loss
R_33qjViTvNv9H48m	time loss	1	time loss	yes	recurring	time loss	time loss
R_33qjViTvNv9H48m	frustration	1	frustration	yes	serious	frustration	frustration
R_38UJ0Ze2LPz2C1b	time loss	1	time loss	yes	recurring	time loss	time loss
R_38UJ0Ze2LPz2C1b	time loss	1	time loss	yes	serious	time loss	time loss
R_3CWadSWEbwUhhrs	time loss	1	time loss	yes	recurring	time loss	time loss
R_3CWadSWEbwUhhrs	time loss	1	time loss	yes	serious	time loss	time loss
R_3D85dU8d9bWZJPh	frustration	1	frustration	yes	recurring	frustration	frustration
R_3D85dU8d9bWZJPh	and frustration	1	and frustration	yes	serious	frustration	frustration
R_3dGuyqX1cMJFz7i	time loss	1	time loss	yes	recurring	time loss	time loss
R_3DjBdzkuQENmiq9	frustration	1	frustration	yes	recurring	frustration	frustration
R_3DjBdzkuQENmiq9	time loss	1	time loss	yes	serious	time loss	time loss
R_3dMrKvR94hccB6c	financial and time loss	1	financial loss	no	recurring	financial lost	financial loss
R_3dMrKvR94hccB6c	financial and time loss	1	financial loss	no	serious	financial lost	financial loss
R_3dMrKvR94hccB6c	financial and time loss	2	time loss	no	recurring	time loss	time loss
R_3dMrKvR94hccB6c	financial and time loss	2	time loss	no	serious	time loss	time loss
R_3ej0du4jNp47nCF	time loss	1	time loss	yes	recurring	time loss	time loss
R_3ej0du4jNp47nCF	frustration	1	frustration	yes	serious	frustration	frustration
R_3EJQO3OBaZ6CZKY	time loss	1	time loss	yes	recurring	time loss	time loss
R_3EJQO3OBaZ6CZKY	time loss	1	time loss	yes	serious	time loss	time loss
R_3EK0TrKycm0yB5b	time loss	1	time loss	yes	recurring	time loss	time loss
R_3EKfYkim9TNrorw	time loss	1	time loss	yes	recurring	time loss	time loss
R_3EKM0va9ntRVGxm	time loss	1	time loss	yes	recurring	time loss	time loss
R_3EKM0va9ntRVGxm	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_3Eo3YsFvO2vplXR	time loss	1	time loss	yes	recurring	time loss	time loss
R_3Eo3YsFvO2vplXR	time loss	1	time loss	yes	serious	time loss	time loss
R_3EupOPAfblnLBPk	time loss	1	time loss	yes	recurring	time loss	time loss
R_3EupOPAfblnLBPk	time loss	1	time loss	yes	serious	time loss	time loss
R_3fAULoP2522oOyB	time loss	1	time loss	yes	recurring	time loss	time loss
R_3fAULoP2522oOyB	time loss	1	time loss	yes	serious	time loss	time loss
R_3fAw2UE7epkUpRF	frustration	1	frustration	yes	recurring	frustration	frustration
R_3fAw2UE7epkUpRF	time loss	1	time loss	yes	serious	time loss	time loss
R_3fHPNDhuPCvBI5t	time loss	1	time loss	yes	recurring	time loss	time loss
R_3fHPNDhuPCvBI5t	time loss	1	time loss	yes	serious	time loss	time loss
R_3fjxxi7YlurfKXO	time loss	1	time loss	yes	recurring	time loss	time loss
R_3fjxxi7YlurfKXO	frustration	1	frustration	yes	serious	frustration	frustration
R_3foClSs4q55ssEp	Time loss only because the lab has other back-ups for data integrity. But creating a deep sense of unease about whether there is sufficient r spect for data integrity to ferret out other potential problems that may remain undetected by us.	1	Time loss only because the lab has other back-ups for data integrity.	no	recurring	time loss	time loss
R_3foClSs4q55ssEp	Time loss only because the lab has other back-ups for data integrity. But creating a deep sense of unease about whether there is sufficient r spect for data integrity to ferret out other potential problems that may remain undetected by us.	2	But creating a deep sense of unease about whether there is sufficient r spect for data integrity to ferret out other potential problems that may remain undetected by us.	no	recurring	frustration	frustration
R_3foClSs4q55ssEp	time loss	1	time loss	yes	serious	time loss	time loss
R_3fPi4q2MtOopLwb	time loss	1	time loss	yes	recurring	time loss	time loss
R_3fPi4q2MtOopLwb	time loss	1	time loss	yes	serious	time loss	time loss
R_3FPW5UUfKKmHIzM	time loss	1	time loss	yes	recurring	time loss	time loss
R_3FPW5UUfKKmHIzM	time loss	1	time loss	yes	serious	time loss	time loss
R_3fuztQ0HcuQmyVK	All	1	financial loss	no	recurring	financial lost	financial loss
R_3fuztQ0HcuQmyVK	All	1	financial loss	no	serious	financial lost	financial loss
R_3fuztQ0HcuQmyVK	All	2	erroneous conclusion	no	recurring	erroneous conclusion	erroneous conclusion
R_3fuztQ0HcuQmyVK	All	2	erroneous conclusion	no	serious	erroneous conclusion	erroneous conclusion
R_3fuztQ0HcuQmyVK	All	3	time loss	no	recurring	time loss	time loss
R_3fuztQ0HcuQmyVK	All	3	time loss	no	serious	time loss	time loss
R_3fuztQ0HcuQmyVK	All	4	frustration	no	recurring	frustration	frustration
R_3fuztQ0HcuQmyVK	All	4	frustration	no	serious	frustration	frustration
R_3fW2vvpojJLV3ZS	time loss	1	time loss	yes	recurring	time loss	time loss
R_3fW2vvpojJLV3ZS	frustration	1	frustration	yes	serious	frustration	frustration
R_3G7c4213rSP4bPF	time loss	1	time loss	yes	recurring	time loss	time loss
R_3G7c4213rSP4bPF	time loss	1	time loss	yes	serious	time loss	time loss
R_3Gs4GQj61sS2krY	time loss	1	time loss	yes	recurring	time loss	time loss
R_3Gs4GQj61sS2krY	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_3gTq4TA8Trl2ZHf	time loss	1	time loss	yes	recurring	time loss	time loss
R_3gTq4TA8Trl2ZHf	erroneous conclusion	1	erroneous conclusion	yes	serious	erroneous conclusion	erroneous conclusion
R_3gYOmNFTOaQXpvg	time loss	1	time loss	yes	recurring	time loss	time loss
R_3gYOmNFTOaQXpvg	All of the above, plus loss of client's trust in the team's ability to produce a high-quality product	1	financial loss	no	serious	financial lost	financial loss
R_3gYOmNFTOaQXpvg	All of the above, plus loss of client's trust in the team's ability to produce a high-quality product	2	erroneous conclusion	no	serious	erroneous conclusion	erroneous conclusion
R_3gYOmNFTOaQXpvg	All of the above, plus loss of client's trust in the team's ability to produce a high-quality product	3	time loss	no	serious	time loss	time loss
R_3gYOmNFTOaQXpvg	All of the above, plus loss of client's trust in the team's ability to produce a high-quality product	4	frustration	no	serious	frustration	frustration
R_3gYOmNFTOaQXpvg	All of the above, plus loss of client's trust in the team's ability to produce a high-quality product	5	loss of client's trust in the team's ability to produce a high-quality product	no	serious	loss of scientific value	loss of trust
R_3gYp4TFBsLfhLvH	frustration	1	frustration	yes	recurring	frustration	frustration
R_3hgej8gmajD0d9j	'+ erroneous conclusions + frustrations	1	erroneous conclusions	no	recurring	erroneous conclusion	erroneous conclusion
R_3hgej8gmajD0d9j	'+ erroneous conclusions + frustrations	2	frustrations	no	recurring	frustration	frustration
R_3hhX5mXtAv6AIHA	time loss	1	time loss	yes	recurring	time loss	time loss
R_3hhX5mXtAv6AIHA	time loss	1	time loss	yes	serious	time loss	time loss
R_3hngidIEckW7lKF	time loss	1	time loss	yes	recurring	time loss	time loss
R_3hngidIEckW7lKF	time loss	1	time loss	yes	serious	time loss	time loss
R_3HnSEV00T3RGWzi	time loss	1	time loss	yes	recurring	time loss	time loss
R_3HnSEV00T3RGWzi	time loss	1	time loss	yes	serious	time loss	time loss
R_3HOJBmqA8Qj5Vik	Unnecessary data loss	1	Unnecessary data loss	yes	recurring	potential or real project failure or setback	data loss
R_3HtqACEHt1G9A41	time loss	1	time loss	yes	recurring	time loss	time loss
R_3HtqACEHt1G9A41	time loss	1	time loss	yes	serious	time loss	time loss
R_3hyCgqMpettYA1x	time loss	1	time loss	yes	recurring	time loss	time loss
R_3hyCgqMpettYA1x	financial loss	1	financial loss	yes	serious	financial lost	financial loss
R_3iIFj59dgB5EXPO	frustration	1	frustration	yes	recurring	frustration	frustration
R_3iIFj59dgB5EXPO	time loss	1	time loss	yes	serious	time loss	time loss
R_3iqkqyCtuHBhFsN	time loss	1	time loss	yes	recurring	time loss	time loss
R_3iqkqyCtuHBhFsN	time loss	1	time loss	yes	serious	time loss	time loss
R_3IT6ZXx2MztRRGc	time loss	1	time loss	yes	recurring	time loss	time loss
R_3IT6ZXx2MztRRGc	time loss	1	time loss	yes	serious	time loss	time loss
R_3j27GQZJCc95DpV	time loss	1	time loss	yes	recurring	time loss	time loss
R_3j27GQZJCc95DpV	time loss	1	time loss	yes	serious	time loss	time loss
R_3J4c4rpnbPrwloU	frustration	1	frustration	yes	recurring	frustration	frustration
R_3jeZvxEXWjMiPoU	time loss	1	time loss	yes	recurring	time loss	time loss
R_3jeZvxEXWjMiPoU	time loss	1	time loss	yes	serious	time loss	time loss
R_3jfk9WUBB1C9rE0	erroneous conclusion	1	erroneous conclusion	yes	recurring	erroneous conclusion	erroneous conclusion
R_3jfk9WUBB1C9rE0	time loss	1	time loss	yes	serious	time loss	time loss
R_3JgdVz92UzIXsDf	time loss and frustration	1	time loss	no	recurring	time loss	time loss
R_3JgdVz92UzIXsDf	time loss and frustration	1	time loss	no	serious	time loss	time loss
R_3JgdVz92UzIXsDf	time loss and frustration	2	frustration	no	recurring	frustration	frustration
R_3JgdVz92UzIXsDf	time loss and frustration	2	frustration	no	serious	frustration	frustration
